"product_id","pname","brand","description","price","quantity","create_time","cate_id","sold","rating"
"4a04b9f0-00c4-4438-afb8-0799e078b386","Samsung Galaxy S24 Plus","Samsung","Samsung Galaxy S24 Plus có màn hình 6.7 inch, với tấm nền Dynamic AMOLED 2X giúp hình ảnh sống động đến từng chi tiết, độ làm mới liên tục từng giây. Camera của điện thoại gồm: camera chính 50MP và camera selfie 12MP, giúp ghi lại những khoảnh khắc đáng nhớ của bạn bên gia đình. Hiệu năng mạnh mẽ với dung lượng 8GB+256GB,viên pin 4.900 mAh kết hợp sạc nhanh 45W.",21990000,130,"2024-11-13 21:57:15.113707","c01",0,0
"56ac3ce5-e9fd-4a5b-9b38-8b06957b78e9","Máy Tính Bảng Lenovo Tab M11 8GB 128GB ZADB0162VN","Lenovo","Máy tính bảng Lenovo Tab M11 là chiếc máy tính bảng đa năng có kiểu dáng bắt mắt với phần vỏ ngoài làm bằng nhôm tạo cảm giác sang trọng và bền bỉ. Phiên bản tablet này có màn hình rộng 11 inch với độ phân giải 1920x1200 và tần số làm mới 90Hz cho hình ảnh hiển thị chân thật. Mẫu máy tính bảng Lenovo này sở hữu cấu hình mạnh nhờ trang bị chip Helio G88 cùng dung lượng lưu trữ lớn với tùy chọn RAM 8GB và bộ nhớ 128GB.",6490000,100,"2024-11-13 22:17:30.935534","c03",0,0
"5af18ccc-5163-434e-94b7-a9cc755f53eb","Tai nghe Bluetooth True Wireless JBL Live Pro 2","JBL","Đặc điểm nổi bật
Đắm chìm trong không gian riêng tư với công nghệ chống ồn chủ động hiện đại
Thoải mái đi xa mà không sợ bị gián đoạn với viên pin đến 40 giờ kèm hộp sạc
Trò chuyện không giới hạn với 6 mic thoại được tích hợp giúp loại bỏ mọi tạp âm
Công nghệ Bluetooth 5.4 hỗ trợ kết nối, chuyển đổi nhanh chóng giữa 2 thiết bị
Tai nghe JBL Live Pro 2 – Trải nghiệm âm nhạc ấn tượng
Sản phẩm JBL Live Pro 2 có thiết kế độc đáo, hút mắt cùng khả năng loại bỏ tiếng ồn tuyệt vời đã thu hút sự quan tâm của không ít người dùng. Dòng tai nghe không dây có thể thưởng thức âmnhạc, thực hiện cuộc gọi và không bị ảnh hưởng bởi bất kỳ tiếng ồn nào từ môi trường xung quanh.

Âm thanh JBL Signature Sound vượt trội
Tai nghe Live Pro 2 được trang bị âm thanh JBL Signature Sound kết hợp với driver kích thước 11mm mang lại cho người dùng trải nghiệm âm thanh vượt trội.
Tai nghe JBL Live Pro 2

Thiết kế nhỏ gọn, 6 micro đàm thoại chất lượng cao
Tai nghe JBL Live Pro 2 có thiết kế nhỏ gọn và có hình bầu dục ở phần thân và đầu silicone. Không chỉ mang đến sự thoải mái cho người dùng khi sử dụng trong thời gian dài, tai nghe còn ôm sát vào vành tai, hỗ trợ chống ồn tốt hơn. Kết hợp với khả năng chống ồn được tích hợp sẵn trong thiết bị, chắc chắn tai nghe sẽ mang đến những bản nhạc trong trẻo, sinh động nhất.

Tai nghe JBL Live Pro 2

Với sự tích hợp của 6 micro bên trong, JBL Live Pro 2 còn có khả năng loại bỏ tiếng gió và những tiếng ồn xung quanh trong khi gọi điện. Theo đó, giọng nói của bạn sẽ trở nên rõ ràng và to hơn. Cùng với đó là tính năng Voice Aware giúp người dùng có thể kiểm soát được giọng nói của bản thân.

Thời lượng pin lên đến 40 giờ cùng tốc độ sạc nhanh chóng
JBL dù là tai nghe thuộc phân khúc tầm trung nhưng vẫn mang đến thời lượng pin ấn tượng lên đến 40 giờ (bao gồm 10 giờ của tai nghe và 30 giờ của hộp sạc). Thiết kế này cho phép người dùng sử dụng thiết bị liên tục 2 ngày chỉ với một lần sạc. Live Pro 2 cho phép khả năng sạc nhanh khi bạn chỉ cần 15 phút sạc để có được 4 giờ phát nhạc.

Tai nghe JBL Live Pro 2

Mua tai nghe JBL Live Pro 2 giá rẻ, chất lượng tại CellphoneS ngay
Tai nghe JBL Live Pro 2 chính hãng đặc biệt phù hợp dành cho những ai muốn tìm một sản phẩm tầm trung nhưng vẫn có đầy đủ các tính năng như chống ồn, sạc nhanh,...Hệ thống bán lẻ công nghệ CellphoneS là một trong những nhà phân phối chính thức của JBL, nhanh chân đến ngay chi nhánh gần nhất để được mua hàng với giá hấp dẫn nhé.",2390000,100,"2024-11-13 23:00:06.607331","c05",0,0
"6922a748-0e42-4d26-9e93-85840e94d6d5","Tai nghe Bluetooth True Wireless Edifier NeoBuds Pro 2","Edifier","Đặc điểm nổi bật
Trang bị khử ồn chủ động với MIC 2 chiều, tránh xa mọi nhiễu loạn từ bên ngoài
Hiệu ứng âm thanh vòm sống động mang đến cho bạn trải nghiệm nghe cực đỉnh
Thuật toán ENC mới cùng với micro kép mang lại khả năng khử tiếng ồn tốt hơn
Tiết kiệm thời gian sạc nhờ tính năng sạc nhanh, chỉ với 15 phút sạc cho 2 giờ
Tai nghe không dây Edifier NeoBuds Pro 2 - Ngoại hình hiện đại
Tai nghe không dây Edifier NeoBuds Pro 2 có kiểu dáng thiết kế khá độc đáo, đậm chất Gaming. Bên cạnh đó, sản phẩm tai nghe Edifier đi cùng với những công nghệ hiện đại như ANC HI-RES, phát ra âm thanh hài hòa, trong trẻo. 

Ngoại hình bắt mắt
Tai nghe không dây Edifier NeoBuds Pro 2 được nhà sản xuất thiết kế rất tỉ mỉ, một số đường góc cạnh vuông vức, tạo nên ngoại hình mạnh mẽ, phù hợp với những bạn game thủ. 

Thiết kế Edifier NeoBuds Pro 2

Trọng lượng của thiết bị khá nhẹ, đem lại cảm giác đeo dễ chịu, không bị đau tai khi sử dụng thời gian dài. Ngoài ra, hộp đựng có họa tiết đường kẻ sọc trang bị đèn LED nhìn trông rất bí hiểm. 

Hỗ trợ nhiều tính năng hiện đại
Tai nghe không dây Edifier NeoBuds Pro 2 trang bị tính năng khử tiếng ồn ANC, đảm bảo người dùng tận hưởng âm thanh trọn vẹn, không bị tác động bởi những tạp âm bên ngoài. 

Tính năng tai nghe Edifier NeoBuds Pro 2

Thiết bị tích hợp công nghệ Bluetooth mới nhất, giúp đường truyền kết nối với smartphone, laptop, tablet,... ổn định, gần như không xảy ra hiện tượng khựng, hay rè âm thanh. 

Thời lượng pin của tai nghe không dây Edifier NeoBuds Pro 2 khá trâu, thoải mái sử dụng cả ngày dài một cách liền mạch. 

Mua ngay tai nghe không dây Edifier NeoBuds Pro 2 chính hãng, giá rẻ tại CellphoneS
Như vậy, nếu bạn muốn sử dụng tai nghe không dây có khả năng khử tiếng ồn vượt trội, thiết kế hiện đại, thời lượng pin lâu dài thì nên mua ngay Edifier NeoBuds Pro 2 tại cửa hàng CellphoneS để nhận được hàng chính hãng nhé.",2390000,102,"2024-11-13 23:15:38.241738","c05",0,0
"7f3cfebb-9c33-43b7-ab68-a69e3eebc7d8","OPPO Find X5 Pro","OPPO","OPPO Find X5 Pro sở hữu thiết kế tinh tế, đẳng cấp với mặt sau chất liệu gốm, thêm vào đó là camera Hasseblad cùng màn hình 1 tỷ màu Bionic và hiệu năng vượt trội từ chip Snapdragon 8 Gen 1. Hệ thống camera đột phá với 3 camera sau và camera selfie chất lượng cao cho những bức ảnh ấn tượng, đặc biệt là khả năng quay đếm 4K.",15990000,130,"2024-11-13 22:06:23.983119","c01",0,0
"7fe4b147-0c0e-4172-8707-e5daf712974b","Máy Tính Bảng Huawei Matepad 11.5''S 8GB 256GB Xám","Huawei","Huawei MatePad 11.5S là chiếc máy tính bảng mới ra mắt được trang bị chip Kirin 9000WL, dung lượng RAM 8GB cùng bộ nhớ trong 256GB. Máy sử dụng màn hình TFT LCD (paper mate) với kích thước 11.5 inch, độ sắc nét 2.8K (2800x1840px) và tốc độ làm mới 144Hz. Máy trang bị pin 8800mAh, có camera sau 13MP và trước 8MP.",13490000,100,"2024-11-13 22:11:28.900667","c03",0,0
"8367f010-94bf-4b83-95f3-cf8cd110dddc","Tai nghe Bluetooth True Wireless Marshall Minor 3 (III)","Marshall","Đặc điểm nổi bật
Thời lượng pin tốt, có thể hoạt động đến 5 giờ liên tục và 25 giờ khi kèm hộp sạc
Màng loa 12mm được tuỳ chỉnh mang đến chất lượng âm thanh rõ ràng, sắc nét
Trang bị kháng nước chuẩn IPX4 giúp bảo vệ tai nghe khỏi mồi hôi và nước bắn
Tích hợp cảm biến tiệm cận có khả năng tự động dừng tắt nhạc khi tháo tai nghe
Tai nghe không dây Marshall Minor 3 - Chất âm sống động, kiểu dáng nhỏ gọn, sang trọng
Nếu bạn là người có sở thích nghe nhạc thì dòng tai nghe không dây Marshall Minor 3 sẽ là một trong những lựa chọn tuyệt vời không nên bỏ qua. Sở hữu chất lượng âm thanh tuyệt hảo, thiết kế sang trọng và khả năng kết nối không dây ổn định, thế hệ tai nghe Marshall này sẽ mang đến cho bạn nhiều trải nghiệm nghe nhạc chất lượng cao và cực kỳ thoải mái. Cùng tìm hiểu thêm về tai nghe Marshall ngay trong bài viết dưới này nhé!

Trình xử lý âm thanh cỡ lớn, cho trải nghiệm âm nhạc tuyệt đỉnh
Điểm nhấn ấn tượng trên thông số kỹ thuật của tai nghe không dây Marshall Minor 3 là trình xử lý âm thanh Driver Dynamic 12mm cao cấp. Thông qua khả năng tinh chỉnh chất âm đỉnh cao, Minor 3 sẽ mang tới cho người dùng những trải nghiệm âm nhạc mạnh mẽ, tái hiện sự sống động trên từng giai điệu.

Tai nghe không dây Marshall Minor 3

Đi kèm với đó là tính năng điều khiển cảm ứng siêu nhạy bén, cho phép người sử dụng dễ dàng thao tác trả lời thoại, chỉnh sửa âm lượng tai nghe mà không làm gián đoạn trải nghiệm. Đặc biệt, khi bạn buộc phải tháo tai nghe khỏi tai, hệ thống cũng sẽ tự động kích hoạt trạng thái tạm dừng của bản nhạc đang phát. Qua đó, bạn sẽ không bỏ lỡ bất kỳ giai điệu nào trong bài nhạc yêu thích của mình rồi nhé!

Tạo hình Earbuds siêu gọn nhẹ, kiểu dáng sang trọng
Thiết kế bên ngoài của tai nghe không dây Marshall Minor 3 nhận về vô số lời khen khi sở hữu kiểu dáng cổ điển sang trọng cùng tạo hình Earbuds vô cùng gọn nhẹ, tạo cảm giác thoải mái khi mang. 

Tai nghe không dây Marshall Minor 3 - Chất âm sống động, kiểu dáng nhỏ gọn, sang trọng

Theo đó, với trọng lượng chỉ 40 gram, tai nghe này không gây bất kỳ ấp lực nào cho tai của người dùng mà ngược lại còn đảm bảo sự dễ chịu, nhẹ nhàng trong quá trình trải nghiệm. Sự kết hợp hoàn hảo giữa kích thước nhỏ gọn và thiết kế sang trọng đã tạo nên một sự tinh tế và tiện lợi tuyệt vời dành cho người dùng.

Nâng cao độ bền bỉ với chỉ số chống nước đạt tới IPX4
Về khả năng kháng nước, tai nghe Marshall Minor 3 đảm bảo độ bền bỉ cao khi được chứng nhận với chỉ số chống nước lên đến IPX4. Với ưu điểm kháng nước ấn tượng này, tai nghe Minor 3 có thể chống chịu được trong các môi trường ẩm ướt nhẹ. 

Tai nghe không dây Marshall Minor 3 - Chất âm sống động, kiểu dáng nhỏ gọn, sang trọng

Chính vì vậy mà bạn có thể thoải mái trải nghiệm dòng tai nghe chính hãng này trong các hoạt động thể thao ngoài trời mà không lo bị hỏng hóc nữa rồi nhé!

Không gián đoạn trải nghiệm với thời gian sạc siêu nhanh
Thông số sạc pin trên tai nghe không dây Marshall Minor 3 cũng được đánh giá khá cao. Nó cho phép người sử dụng có được trải nghiệm giải trí liền mạch, không bị gián đoạn nhờ thời gian sạc siêu nhanh. 

Tai nghe không dây Marshall Minor 3 - Chất âm sống động, kiểu dáng nhỏ gọn, sang trọng

Với chỉ 15 phút sạc, tai nghe Marshall Minor 3 cho phép bạn có thể thoải mái tận hưởng những phút giây giải trí tuyệt vời trong hơn 1.5 giờ. Còn khi được nạp đầy pin cho cả hộp sạc lẫn tai nghe. Thời lượng nghe nhạc, giải trí của bạn sẽ còn được kéo dài hơn rất nhiều, lên đến 25 giờ chỉ sau 1 lần sạc duy nhất khi dùng với hộp sạc.

Kết nối linh hoạt đa thiết bị với chuẩn Bluetooth 5.2
Nhờ được tích hợp công nghệ kết nối không dây Bluetooth 5.2 hiện đại, tai nghe Marshall Minor 3 có thể dễ dàng ghép nối và chuyển đổi giữa các thiết bị di động như điện thoại, tablet, laptop mà không gặp bất kỳ trục trặc kết nối gì.

Kết nối linh hoạt đa thiết bị với chuẩn Bluetooth 5.2

Đồng thời, độ ổn định cũng như tốc độ truyền tải của tai nghe Minor 3 cũng được cải thiện hơn các thế hệ tiền nhiệm rất nhiều. Nhờ đó mà mọi giai điệu được truyền tải từ thiết bị qua tai nghe Marshall Minor 3 đều vô cùng mượt mà và không bị gián đoạn trong phạm vi 10m.

Mua tai nghe không dây Marshall Minor 3 giá tốt tại cửa hàng CellphoneS
Dòng tai nghe không dây Marshall Minor 3 hiện đang có mặt tại cửa hàng công nghệ CellphoneS với mức giá cực ưu đãi cùng chất lượng đạt chuẩn chính hãng 100%. Liên hệ ngay tới cho CellphoneS để nhận thêm thông tin và được tư vấn đặt mua thế hệ tai nghe không dây Marshall này ngay bạn nhé!",2290000,101,"2024-11-13 23:12:22.684045","c05",0,0
"90257d34-36ac-4edf-9c11-c77b9c590729","Laptop ASUS ROG Zephyrus G16 GA605WI-QR090WS","ASUS","Laptop Asus ROG Zephyrus G16 GA605WI-QR090WS trang bị CPU AMD Ryzen AI 9 HX 370 với 12 nhân, xung nhịp tối đa 5.1GHz và card đồ họa RTX 4070 8GB GDDR6. Máy có RAM 32GB LPDDR5X và ổ cứng SSD 1TB, hỗ trợ nâng cấp tối đa 2TB. Sản phẩm laptop Asus ROG có màn hình OLED 16 inch WQXGA 240Hz, sử dụng viên pin 90Wh, nhiều cổng giao tiếp.",77990000,100,"2024-11-13 22:22:44.287933","c02",0,0
"9b9fdf02-93f4-4463-a77e-9a65f93faee9","Xiaomi 14T Pro","Xiaomi","Xiaomi 14T Pro 5G là một trong những mẫu smartphone cao cấp được mong đợi hàng đầu trong nửa cuối năm 2024. Sau nhiều tin đồn, Xiaomi chính thức ra mắt dòng sản phẩm vào ngày 26/9/2024 tại Berlin và ngày 27/9/2024 tại Việt Nam. Được kế thừa nhiều thành công từ dòng kế nhiệm, dòng kế nhiệm lần này được kỳ vọng là sẽ mang đến nhiều cải tiến đáng giá, đặc biệt là trong hiệu năng và thiết kế.",17990000,130,"2024-11-13 22:00:15.160959","c01",0,0
"a27b8541-0b86-4d5b-960e-5c0d3c6d191d","Tai nghe KZ EDX Pro","EDX","Đặc điểm nổi bật
Kiểu dáng housing trong suốt, trẻ trung cùng trọng lượng siêu nhẹ
Thiết kế công thái học tạo cảm giác thoải mái ngay cả khi đeo lâu
Driver 10 mm cho chất âm to rõ, phù hợp với nhiều thể loại nhạc
Dây đeo được nâng cấp giúp không bị rối và sử dụng lâu dài hơn
Tai nghe KZ EDX Pro - Âm thanh khác biệt
Thật khó tìm trên thị trường có những chiếc tai nghe có dây hỗ trợ cho trải nghiệm âm thanh chuẩn xác. Nhưng đâu đó, chúng ta vẫn tìm ra được một sản phẩm, mang tên tai nghe KZ EDX Pro, tích hợp những công nghệ bậc nhất trên thị trường.

Thiết kế housing trong suốt, trọng lượng nhẹ dễ đeo
Về tổng quan, tai nghe KZ EDX Pro sở hữu vẻ ngoài mang tính thẩm mỹ cao. Bởi phủ một lớp nhựa trong suốt, cho phép thể hiện rõ những cấu tạo ở bên trong tai nghe. 

Thiết kế housing trong suốt, trọng lượng nhẹ dễ đeo

Bên cạnh đó, trọng lượng cũng là yếu tố hàng đầu để giúp cho tai nghe dễ dàng cảm nhận bởi người dùng. Với trọng lượng siêu nhẹ, bạn dễ dàng đeo tai nghe trong thời gian lâu dài mà không hề cảm thấy mỏi.

Drive kích thước lớn, âm thanh mạch từ kép
KZ EDX Pro đã lựa chọn sử dụng bộ âm thanh mạch từ kép làm nền tảng để phát triển các chức năng của tai nghe. Bằng cách tận dụng âm trầm và đẩy âm vocal lên, tai nghe này đã thể hiện rất rõ khả năng phát những bài hát cổ điển, acoustic một cách đầy ấn tượng.

Drive kích thước lớn, âm thanh mạch từ kép

Thành phần dây đeo của KZ EDX Pro được hoàn thiện từ chất liệu chống rối đặc biệt. Từ đó, hỗ trợ cho người dùng không phải tốn nhiều thời gian chỉ để gỡ rối.

Mua ngay KZ EDX Pro chính hãng, giá rẻ tại CellphoneS
Hãy đến ngay cửa hàng CellphoneS để tận tay trải nghiệm ngay phiên bản KZ EDX Pro giá rẻ. Hiện sản phẩm đang được bán với mức giá bán chính hãng cùng 12 tháng bảo hành.",300000,200,"2024-11-13 23:20:41.519937","c05",0,0
"b864ff2c-a23d-428f-a428-5750d6740785","Laptop Gaming Acer Nitro V ANV15-51-75GS","Acer","Laptop Gaming Acer Nitro V ANV15-51-75GS là mẫu máy tính xách tay siêu đa dụng khi được trang bị con chip Core i7 13620H cùng VGA RTX 4050. Màn hình 15,6 inch sở hữu độ phân giải Full HD cùng tần số 144 Hz chuẩn gaming sẽ mang tới những giây phút giải trí đầy chất lượng. Đi kèm là một thiết kế cực ngầu để Acer Nitro V ANV15-51-75GS trở thành một trong những mẫu laptop gaming tầm trung đáng sở hữu nhất.",28990000,100,"2024-11-13 22:38:41.661309","c02",0,0
"bfbef633-fcff-4bb6-a592-052e50e83489","Laptop MSI Pulse 17 AI C1VGKG-017VN","MSI","Laptop MSI Pulse 17 AI C1VGKG-017VN đáp ứng mọi nhu cầu về đồ họa và gaming với CPU Intel Core Ultra 7 155H và VGA NVIDIA GeForce RTX 4070 8GB GDDR6. Với 32GB RAM DDR5 và ổ cứng 1TB NVMe PCIe, máy cung cấp tốc độ truy cập dữ liệu nhanh chóng và dung lượng lưu trữ lớn. Ngoài ra, sản phẩm sở hữu màn hình 17.0 Inch QHD+ IPS 240Hz cùng bàn phím RGB cực chất.",50490000,100,"2024-11-13 22:38:12.677915","c02",0,0
